age,gender,height_cm,weight_kg,activity_level,purpose,bmi,body_fat_pct,lean_body_mass_kg,bmr,tdee,height_m,weight_height_ratio,bmi_squared,bmi_category_numeric,fat_mass_kg,lean_mass_percentage,fat_free_mass_index,age_squared,age_group,metabolic_age_factor,activity_numeric,activity_multiplier,daily_energy_expenditure_per_kg,gender_weight_interaction,gender_height_interaction,purpose_numeric,calorie_adjustment_direction,calories_needed
31,Male,172.4,51,sedentary,muscle_gain,17.16,11.5,45.1,1400,1680,1.724,0.295823666,294.4656,0,5.865,88.43137255,15.17406775,961,1,1.14379085,0,1.2,32.94117647,51,172.4,1,0,2153
30,Male,182.6,85.3,moderately_active,weight_loss,25.58,21.4,67,1836,2846,1.826,0.467141292,654.3364,2,18.2542,78.54630715,20.09431733,900,1,0.896834701,2,1.550108932,33.36459555,85.3,182.6,0,-1,2324
38,Male,187.9,70,very_active,weight_loss,19.83,16.3,58.6,1668,2877,1.879,0.372538584,393.2289,1,11.41,83.71428571,16.59755268,1444,1,0.992857143,3,1.724820144,41.1,70,187.9,0,-1,2593
20,Male,174.5,78.1,moderately_active,weight_loss,25.65,19.2,63.1,1759,2726,1.745,0.44756447,657.9225,2,14.9952,80.79385403,20.72232576,400,0,0.938433632,2,1.549744173,34.90396927,78.1,174.5,0,-1,2268
38,Male,189.7,69.3,moderately_active,maintain,19.26,15.7,58.4,1669,2587,1.897,0.365313653,370.9476,1,10.8801,84.27128427,16.22849273,1444,1,1.003487253,2,1.550029958,37.33044733,69.3,189.7,1,0,2599
34,Female,157.7,58.5,moderately_active,muscle_gain,23.52,30.6,40.6,1243,1927,1.577,0.370957514,553.1904,1,17.901,69.4017094,16.32535549,1156,1,0.885327635,2,1.550281577,32.94017094,0,0,1,0,2255
29,Female,159.3,63.5,moderately_active,muscle_gain,25.02,31.3,43.6,1319,2044,1.593,0.398618958,626.0004,2,19.8755,68.66141732,17.18125714,841,0,0.865485564,2,1.549658832,32.18897638,0,0,1,0,2320
61,Male,176.7,82.5,lightly_active,muscle_gain,26.42,29.5,58.2,1628,2238,1.767,0.466893039,698.0164,2,24.3375,70.54545455,18.64017072,3721,2,0.822222222,1,1.374692875,27.12727273,82.5,176.7,1,0,2490
48,Female,156.1,44.6,very_active,weight_loss,18.3,27.6,32.3,1039,1792,1.561,0.285714286,334.89,0,12.3096,72.42152466,13.25551838,2304,1,0.970665172,3,1.724735322,40.1793722,0,0,0,-1,1511
23,Female,165,68.7,sedentary,weight_loss,25.23,30.2,48,1428,1714,1.65,0.416363636,636.5529,2,20.7474,69.86899563,17.63085399,529,0,0.866084425,0,1.200280112,24.94905386,0,0,0,-1,1217
40,Male,170.6,73.6,sedentary,maintain,25.29,23.3,56.5,1601,1921,1.706,0.431418523,639.5841,2,17.1488,76.76630435,19.41289896,1600,1,0.906363225,0,1.199875078,26.10054348,73.6,170.6,1,0,1949
24,Male,164,45,sedentary,weight_loss,16.73,9.4,40.8,1317,1580,1.64,0.274390244,279.8929,0,4.23,90.66666667,15.16954194,576,0,1.219444444,0,1.199696279,35.11111111,45,164,0,-1,1301
29,Male,162.7,61.4,sedentary,maintain,23.19,18.3,50.2,1476,1771,1.627,0.377381684,537.7761,1,11.2362,81.75895765,18.96394169,841,0,1.001628664,0,1.199864499,28.84364821,61.4,162.7,1,0,1740
41,Female,159.1,82.2,lightly_active,maintain,32.47,43,46.9,1423,1957,1.591,0.516656191,1054.3009,3,35.346,57.05596107,18.52816815,1681,1,0.721309813,1,1.375263528,23.80778589,0,0,1,0,1979
25,Female,163.5,67.5,moderately_active,muscle_gain,25.25,30.6,46.8,1399,2168,1.635,0.412844037,637.5625,2,20.655,69.33333333,17.50694386,625,0,0.863580247,2,1.549678342,32.11851852,0,0,1,0,2422
27,Male,165.2,56.8,moderately_active,weight_gain,20.81,15,48.3,1448,2244,1.652,0.343825666,433.0561,1,8.52,85.03521127,17.6981163,729,0,1.062206573,2,1.549723757,39.50704225,56.8,165.2,2,1,2692
62,Male,173.4,79.8,lightly_active,muscle_gain,26.54,29.9,55.9,1577,2168,1.734,0.460207612,704.3716,2,23.8602,70.05012531,18.59146535,3844,2,0.823412698,1,1.374762207,27.1679198,79.8,173.4,1,0,2435
41,Male,175.2,68,sedentary,muscle_gain,22.15,19.8,54.5,1564,1877,1.752,0.388127854,490.6225,1,13.464,80.14705882,17.75531161,1681,1,0.958333333,0,1.200127877,27.60294118,68,175.2,1,0,2239
46,Male,172.9,81.2,very_active,maintain,27.16,27,59.3,1661,2865,1.729,0.469635628,737.6656,2,21.924,73.02955665,19.83648448,2116,1,0.852319376,3,1.724864539,35.28325123,81.2,172.9,1,0,2851
31,Male,168,56.4,sedentary,weight_gain,19.98,14.9,48,1441,1729,1.68,0.335714286,399.2004,1,8.4036,85.10638298,17.00680272,961,1,1.064568558,0,1.199861207,30.65602837,56.4,168,2,1,2190
62,Male,173.8,86.7,moderately_active,muscle_gain,28.7,32.5,58.5,1642,2545,1.738,0.498849252,823.69,2,28.1775,67.47404844,19.36673107,3844,2,0.789119569,2,1.549939099,29.35409458,86.7,173.8,1,0,2659
19,Female,160.1,63.4,moderately_active,muscle_gain,24.73,28.6,45.3,1367,2119,1.601,0.396002498,611.5729,1,18.1324,71.4511041,17.67321408,361,0,0.898396425,2,1.550109729,33.42271293,0,0,1,0,2392
39,Female,166.9,67.6,lightly_active,weight_loss,24.27,32.7,45.5,1359,1869,1.669,0.405032954,589.0329,1,22.1052,67.30769231,16.33423213,1521,1,0.837647929,1,1.375275938,27.64792899,0,0,0,-1,1480
25,Male,165.6,82.4,lightly_active,maintain,30.05,25.6,61.3,1721,2366,1.656,0.497584541,903.0025,3,21.0944,74.39320388,22.35320544,625,0,0.870246764,1,1.374782103,28.71359223,82.4,165.6,1,0,2379
58,Female,160.7,69.2,moderately_active,weight_loss,26.8,40.1,41.5,1254,1944,1.607,0.430616055,718.24,2,27.7492,59.97109827,16.07001726,3364,2,0.755057803,2,1.550239234,28.09248555,0,0,0,-1,1433
27,Male,165.7,72.4,extra_active,muscle_gain,26.37,21.7,56.7,1616,3070,1.657,0.436934218,695.3769,2,15.7108,78.31491713,20.65085523,729,0,0.930018416,0,1.899752475,42.40331492,72.4,165.7,1,0,3398
22,Male,172.5,78.2,sedentary,weight_gain,26.28,20.4,62.2,1738,2086,1.725,0.453333333,690.6384,2,15.9528,79.53964194,20.9031716,484,0,0.926044331,0,1.20023015,26.67519182,78.2,172.5,2,1,2463
27,Male,166.9,70.2,moderately_active,maintain,25.2,20.2,56,1601,2482,1.669,0.420611144,635.04,2,14.1804,79.77207977,20.10367032,729,0,0.950261159,2,1.550281074,35.35612536,70.2,166.9,1,0,2478
68,Female,153.3,60.7,sedentary,maintain,25.83,41.2,35.7,1095,1314,1.533,0.395955643,667.1889,2,25.0084,58.81383855,15.19091405,4624,2,0.751647446,0,1.2,21.64744646,0,0,1,0,1329
19,Female,161,49.6,sedentary,weight_loss,19.14,21.9,38.7,1230,1476,1.61,0.308074534,366.3396,1,10.8624,78.02419355,14.92997955,361,0,1.033266129,0,1.2,29.75806452,0,0,0,-1,1200
26,Female,157.6,47.6,lightly_active,maintain,19.16,23.6,36.4,1164,1600,1.576,0.302030457,367.1056,1,11.2336,76.47058824,14.65510577,676,0,1.018907563,1,1.374570447,33.61344538,0,0,1,0,1611
23,Male,183.5,80.1,sedentary,weight_loss,23.79,17.6,66,1821,2185,1.835,0.436512262,565.9641,1,14.0976,82.39700375,19.60070978,529,0,0.947253433,0,1.19989017,27.278402,80.1,183.5,0,-1,1803
23,Female,168.1,66.2,very_active,weight_gain,23.43,28,47.7,1422,2453,1.681,0.393813206,548.9649,1,18.536,72.05438066,16.8804085,529,0,0.895015106,3,1.725035162,37.05438066,0,0,2,1,2811
57,Male,178.2,77.4,lightly_active,muscle_gain,24.37,26.2,57.1,1606,2208,1.782,0.434343434,593.8969,1,20.2788,73.77260982,17.98128435,3249,2,0.864556417,1,1.374844334,28.52713178,77.4,178.2,1,0,2484
32,Female,165.7,55.7,lightly_active,weight_gain,20.29,26.3,41.1,1266,1741,1.657,0.336149668,411.6841,1,14.6491,73.78815081,14.96913844,1024,1,0.947037702,1,1.375197472,31.2567325,0,0,2,1,2179
35,Male,174.8,69.2,lightly_active,muscle_gain,22.65,19,56.1,1601,2201,1.748,0.395881007,513.0225,1,13.148,81.06936416,18.36030979,1225,1,0.963993256,1,1.374765771,31.80635838,69.2,174.8,1,0,2513
28,Male,182.5,75,sedentary,maintain,22.52,17.3,62,1737,2084,1.825,0.410958904,507.1504,1,12.975,82.66666667,18.61512479,784,0,0.965,0,1.199769718,27.78666667,75,182.5,1,0,2071
17,Female,159.2,57,sedentary,weight_loss,22.49,25.5,42.5,1307,1568,1.592,0.358040201,505.8001,1,14.535,74.56140351,16.7688316,289,0,0.955409357,0,1.199693956,27.50877193,0,0,0,-1,1200
59,Female,172.6,66.8,moderately_active,maintain,22.42,35.1,43.4,1297,2010,1.726,0.387022016,502.6564,1,23.4468,64.97005988,14.56827553,3481,2,0.809006986,2,1.549730146,30.08982036,0,0,1,0,2055
24,Male,167.9,75.1,sedentary,muscle_gain,26.64,21.3,59.1,1670,2004,1.679,0.447290054,709.6896,2,15.9963,78.69507324,20.96457625,576,0,0.926542388,0,1.2,26.68442077,75.1,167.9,1,0,2260
57,Female,153.4,54.1,lightly_active,maintain,22.99,35.3,35,1083,1489,1.534,0.352672751,528.5401,1,19.0973,64.69500924,14.87364204,3249,2,0.834103512,1,1.37488458,27.52310536,0,0,1,0,1475
44,Male,164.9,58.2,lightly_active,weight_loss,21.4,19.6,46.8,1391,1913,1.649,0.352941176,457.96,1,11.4072,80.41237113,17.21093807,1936,1,0.995847652,1,1.37526959,32.86941581,58.2,164.9,0,-1,1640
31,Female,153.7,50.9,lightly_active,weight_loss,21.55,27.6,36.9,1159,1594,1.537,0.331164606,464.4025,1,14.0484,72.49508841,15.61991374,961,1,0.94875573,1,1.375323555,31.31630648,0,0,0,-1,1287
28,Female,151.2,39.7,very_active,maintain,17.37,21.9,31,1040,1794,1.512,0.262566138,301.7169,0,8.6943,78.08564232,13.55995073,784,0,1.091519731,3,1.725,45.18891688,0,0,1,0,1760
39,Female,162.3,76.7,lightly_active,maintain,29.12,38.5,47.2,1411,1940,1.623,0.472581639,847.9744,2,29.5295,61.53846154,17.91863648,1521,1,0.766514559,1,1.37491141,25.29335072,0,0,1,0,1921
32,Female,166.1,66.2,lightly_active,muscle_gain,23.99,30.7,45.9,1372,1886,1.661,0.398555087,575.5201,1,20.3234,69.33534743,16.63693886,1024,1,0.863544814,1,1.374635569,28.48942598,0,0,1,0,2252
35,Female,161.2,57.2,moderately_active,weight_loss,22.01,29.1,40.6,1245,1930,1.612,0.35483871,484.4401,1,16.6452,70.97902098,15.62413413,1225,1,0.906905594,2,1.550200803,33.74125874,0,0,0,-1,1510
33,Male,165,76.9,lightly_active,weight_loss,28.25,25.3,57.4,1628,2238,1.65,0.466060606,798.0625,2,19.4557,74.64239272,21.0835629,1089,1,0.882097963,1,1.374692875,29.10273082,76.9,165,0,-1,1763
34,Female,158.2,53.2,moderately_active,weight_loss,21.26,27.9,38.4,1194,1851,1.582,0.336283186,451.9876,1,14.8428,72.18045113,15.34328196,1156,1,0.935150376,2,1.550251256,34.79323308,0,0,0,-1,1598
24,Male,179.5,72.2,sedentary,maintain,22.41,16.2,60.5,1708,2050,1.795,0.402228412,502.2081,1,11.6964,83.79501385,18.77701135,576,0,0.985687904,0,1.200234192,28.3933518,72.2,179.5,1,0,2086
20,Male,171.8,59.4,moderately_active,maintain,20.13,12.6,51.9,1540,2387,1.718,0.345750873,405.2169,1,7.4844,87.37373737,17.5841362,400,0,1.080246914,2,1.55,40.18518519,59.4,171.8,1,0,2375
34,Male,168.8,56.3,sedentary,muscle_gain,19.76,15.3,47.7,1432,1718,1.688,0.333530806,390.4576,1,8.6139,84.72468917,16.7406954,1156,1,1.059798697,0,1.19972067,30.51509769,56.3,168.8,1,0,2188
30,Male,164.2,63.7,moderately_active,weight_loss,23.63,19.1,51.5,1504,2331,1.642,0.387941535,558.3769,1,12.1667,80.8477237,19.10121194,900,1,0.983778127,2,1.549867021,36.59340659,63.7,164.2,0,-1,1977
16,Female,158.5,63.6,lightly_active,maintain,25.32,28.7,45.3,1371,1885,1.585,0.40126183,641.1024,2,18.2532,71.22641509,18.03182438,256,0,0.898191824,1,1.374908826,29.63836478,0,0,1,0,1875
49,Male,169.4,60.1,sedentary,weight_gain,20.94,20.2,48,1415,1698,1.694,0.354781582,438.4836,1,12.1402,79.86688852,16.72686013,2401,1,0.981003882,0,1.2,28.25291181,60.1,169.4,2,1,2097
32,Female,160.5,54.2,moderately_active,weight_loss,21.04,27.2,39.5,1224,1897,1.605,0.337694704,442.6816,1,14.7424,72.87822878,15.33370212,1024,1,0.94095941,2,1.549836601,35,0,0,0,-1,1607
27,Male,177.1,68.9,moderately_active,muscle_gain,21.97,16.4,57.6,1645,2550,1.771,0.389045737,482.6809,1,11.2996,83.59941945,18.36476439,729,0,0.994799226,2,1.550151976,37.01015965,68.9,177.1,1,0,2939
38,Male,172.2,76.8,sedentary,weight_loss,25.9,23.6,58.7,1651,1981,1.722,0.445993031,670.81,2,18.1248,76.43229167,19.795743,1444,1,0.895724826,0,1.199878861,25.79427083,76.8,172.2,0,-1,1490
61,Male,173.6,70,very_active,muscle_gain,23.23,25.7,52,1488,2567,1.736,0.403225806,539.6329,1,17.99,74.28571429,17.25456051,3721,2,0.885714286,3,1.725134409,36.67142857,70,173.6,1,0,2905
28,Male,177.1,78.6,sedentary,maintain,25.06,20.3,62.6,1744,2093,1.771,0.443817053,628.0036,2,15.9558,79.6437659,19.95892797,784,0,0.924512299,0,1.200114679,26.62849873,78.6,177.1,1,0,2125
24,Male,166,69.2,lightly_active,muscle_gain,25.11,19.5,55.7,1598,2197,1.66,0.41686747,630.5121,2,13.494,80.49132948,20.21338366,576,0,0.962186898,1,1.374843554,31.74855491,69.2,166,1,0,2433
23,Female,172.3,57.9,moderately_active,maintain,19.5,23.3,44.4,1360,2108,1.723,0.336041788,380.25,1,13.4907,76.68393782,14.95589527,529,0,0.978698906,2,1.55,36.40759931,0,0,1,0,2100
29,Male,169.2,62.2,sedentary,maintain,21.73,16.5,51.9,1520,1824,1.692,0.367612293,472.1929,1,10.263,83.44051447,18.12869909,841,0,1.018220793,0,1.2,29.32475884,62.2,169.2,1,0,1821
46,Female,164.1,61.6,very_active,weight_loss,22.88,32.6,41.5,1257,2168,1.641,0.375380865,523.4944,1,20.0816,67.37012987,15.41100405,2116,1,0.850243506,3,1.724741448,35.19480519,0,0,0,-1,1747
29,Male,166.6,58.8,moderately_active,muscle_gain,21.18,15.9,49.5,1469,2277,1.666,0.352941176,448.5924,1,9.3492,84.18367347,17.83426456,841,0,1.04095805,2,1.550034037,38.7244898,58.8,166.6,1,0,2626
43,Male,174.7,63,moderately_active,muscle_gain,20.64,18.5,51.3,1498,2322,1.747,0.360618203,426.0096,1,11.655,81.42857143,16.8086005,1849,1,0.990740741,2,1.550066756,36.85714286,63,174.7,1,0,2699
35,Female,161.9,71.1,sedentary,weight_loss,27.13,35.2,46.1,1378,1654,1.619,0.439159975,736.0369,2,25.0272,64.83825598,17.58762625,1225,1,0.807548054,0,1.200290276,23.26300985,0,0,0,-1,1200
46,Male,184.8,62.8,moderately_active,weight_loss,18.39,16.4,52.5,1536,2381,1.848,0.33982684,338.1921,0,10.2992,83.59872611,15.37288469,2116,1,1.01910828,2,1.550130208,37.91401274,62.8,184.8,0,-1,2047
46,Male,172.5,73.1,lightly_active,weight_loss,24.57,23.9,55.6,1579,2171,1.725,0.423768116,603.6849,1,17.4709,76.06019152,18.68515018,2116,1,0.9000228,1,1.374920836,29.69904241,73.1,172.5,0,-1,1875
17,Male,182.4,88.5,moderately_active,muscle_gain,26.6,19.6,71.2,1930,2992,1.824,0.485197368,707.56,2,17.346,80.4519774,21.40081564,289,0,0.9086629,2,1.550259067,33.8079096,88.5,182.4,1,0,3254
27,Male,175.9,61.9,sedentary,weight_loss,20.01,14,53.2,1561,1873,1.759,0.351904491,400.4001,1,8.666,85.9450727,17.19412,729,0,1.050753904,0,1.199871877,30.25848142,61.9,175.9,0,-1,1564
34,Female,172.1,65.2,moderately_active,weight_loss,22.01,28.8,46.4,1387,2150,1.721,0.378849506,484.4401,1,18.7776,71.16564417,15.6659321,1156,1,0.886375256,2,1.550108147,32.97546012,0,0,0,-1,1747
54,Male,161.8,73.2,moderately_active,weight_loss,27.96,29.8,51.4,1479,2292,1.618,0.452410383,781.7616,2,21.8136,70.21857923,19.63387784,2916,2,0.841871585,2,1.54969574,31.31147541,73.2,161.8,0,-1,1822
46,Female,163.9,38,lightly_active,weight_loss,14.15,22.2,29.6,1012,1392,1.639,0.231848688,200.2225,0,8.436,77.89473684,11.0187874,2116,1,1.109649123,1,1.375494071,36.63157895,0,0,0,-1,1200
26,Female,145,44.9,very_active,maintain,21.36,26.2,33.1,1073,1851,1.45,0.309655172,456.2496,1,11.7638,73.71937639,15.7431629,676,0,0.995731255,3,1.725069897,41.22494432,0,0,1,0,1860
24,Male,173.6,52.1,very_active,weight_gain,17.29,10.1,46.8,1447,2496,1.736,0.300115207,298.9441,0,5.2621,89.82725528,15.52910446,576,0,1.157229687,3,1.724948169,47.90786948,52.1,173.6,2,1,3052
24,Female,167.1,68.7,sedentary,muscle_gain,24.6,29.6,48.4,1436,1723,1.671,0.411131059,605.16,1,20.3352,70.45123726,17.33374734,576,0,0.870936439,0,1.199860724,25.08005822,0,0,1,0,1934
28,Male,183.4,68.3,sedentary,weight_loss,20.31,14.6,58.3,1668,2002,1.834,0.372410033,412.4961,1,9.9718,85.35871157,17.33284655,784,0,1.017569546,0,1.200239808,29.31185944,68.3,183.4,0,-1,1673
22,Female,165.4,74.9,moderately_active,weight_loss,27.38,32.5,50.6,1492,2313,1.654,0.452841596,749.6644,2,24.3425,67.55674232,18.49607196,484,0,0.82999555,2,1.550268097,30.8811749,0,0,0,-1,1810
19,Male,172.1,57.1,lightly_active,muscle_gain,19.28,11.3,50.6,1519,2089,1.721,0.331783847,371.7184,1,6.4523,88.61646235,17.08396906,361,0,1.108435493,1,1.375246873,36.5849387,57.1,172.1,1,0,2606
64,Female,162.6,66.4,sedentary,weight_gain,25.11,39.5,40.2,1215,1458,1.626,0.408364084,630.5121,2,26.228,60.54216867,15.2049491,4096,2,0.762424699,0,1.2,21.95783133,0,0,2,1,1851
68,Male,187.7,78.2,sedentary,muscle_gain,22.2,26.1,57.8,1619,1943,1.877,0.41662227,492.84,1,20.4102,73.91304348,16.40587103,4624,2,0.862638534,0,1.200123533,24.84654731,78.2,187.7,1,0,2254
30,Male,174.5,67,sedentary,weight_loss,22,17.1,55.5,1597,1916,1.745,0.383954155,484,1,11.457,82.8358209,18.22645134,900,1,0.993159204,0,1.19974953,28.59701493,67,174.5,0,-1,1580
34,Female,166.8,61,sedentary,muscle_gain,21.92,28.7,43.5,1317,1580,1.668,0.365707434,480.4864,1,17.507,71.31147541,15.63497404,1156,1,0.899590164,0,1.199696279,25.90163934,0,0,1,0,1928
40,Female,158.4,56.3,lightly_active,maintain,22.44,30.7,39,1200,1650,1.584,0.355429293,503.5536,1,17.2841,69.27175844,15.54369452,1600,1,0.888099467,1,1.375,29.30728242,0,0,1,0,1665
34,Male,181,91.9,lightly_active,muscle_gain,28.05,25.3,68.6,1872,2574,1.81,0.507734807,786.8025,2,23.2507,74.64635473,20.93953176,1156,1,0.84874864,1,1.375,28.00870511,91.9,181,1,0,2701
28,Male,179.9,87.6,sedentary,muscle_gain,27.07,22.7,67.7,1852,2222,1.799,0.486937187,732.7849,2,19.8852,77.28310502,20.91829783,784,0,0.880898021,0,1.199784017,25.3652968,87.6,179.9,1,0,2381
63,Female,155.8,50.8,sedentary,maintain,20.93,34.2,33.4,1040,1248,1.558,0.32605905,438.0649,1,17.3736,65.7480315,13.75978222,3969,2,0.853018373,0,1.2,24.56692913,0,0,1,0,1270
60,Female,164.5,63.5,moderately_active,muscle_gain,23.47,36.6,40.3,1217,1886,1.645,0.386018237,550.8409,1,23.241,63.46456693,14.89269316,3600,2,0.79855643,2,1.549712408,29.7007874,0,0,1,0,2256
25,Female,165.9,48.7,moderately_active,muscle_gain,17.69,21.6,38.2,1221,1893,1.659,0.293550332,312.9361,0,10.5192,78.43942505,13.87939676,625,0,1.044661191,2,1.55036855,38.87063655,0,0,1,0,2449
33,Female,165.4,47.4,sedentary,maintain,17.33,23,36.5,1172,1406,1.654,0.286577993,300.3289,0,10.902,77.00421941,13.34202819,1089,1,1.0302391,0,1.199658703,29.66244726,0,0,1,0,1391
44,Female,160.8,52.2,sedentary,muscle_gain,20.19,28.9,37.1,1156,1387,1.608,0.324626866,407.6361,1,15.0858,71.07279693,14.34834534,1936,1,0.922733078,0,1.19982699,26.57088123,0,0,1,0,1678
51,Female,168.3,79.7,extra_active,muscle_gain,28.14,40.1,47.7,1420,2698,1.683,0.473559121,791.8596,2,31.9597,59.84943538,16.84031253,2601,2,0.74236721,0,1.9,33.85194479,0,0,1,0,2831
30,Male,167.9,47.5,moderately_active,weight_loss,16.85,10.9,42.3,1341,2079,1.679,0.282906492,283.9225,0,5.1775,89.05263158,15.0051028,900,1,1.176315789,2,1.55033557,43.76842105,47.5,167.9,0,-1,1804
46,Male,174.1,77.7,moderately_active,weight_loss,25.63,25.1,58.2,1635,2534,1.741,0.446295233,656.8969,2,19.5027,74.9034749,19.20107051,2116,1,0.876769627,2,1.549847095,32.61261261,77.7,174.1,0,-1,2062
20,Female,161.7,60.4,lightly_active,weight_gain,23.1,26.9,44.2,1342,1845,1.617,0.373531231,533.61,1,16.2476,73.17880795,16.9044961,400,0,0.925772627,1,1.374813711,30.54635762,0,0,2,1,2154
31,Female,168,54.8,lightly_active,maintain,19.42,25,41.1,1272,1749,1.68,0.326190476,377.1364,1,13.7,75,14.56207483,961,1,0.967153285,1,1.375,31.91605839,0,0,1,0,1786
25,Male,167.7,69.7,lightly_active,muscle_gain,24.78,19.3,56.2,1609,2212,1.677,0.415623137,614.0484,1,13.4521,80.6312769,19.98343722,625,0,0.961860354,1,1.374766936,31.73601148,69.7,167.7,1,0,2422
46,Male,175.6,79.6,lightly_active,weight_loss,25.81,25.4,59.4,1662,2285,1.756,0.453302961,666.1561,2,20.2184,74.62311558,19.26359867,2116,1,0.869974874,1,1.374849579,28.70603015,79.6,175.6,0,-1,1776
33,Female,158,54.5,moderately_active,weight_gain,21.83,28.4,39,1209,1874,1.58,0.344936709,476.5489,1,15.478,71.55963303,15.62249639,1089,1,0.924311927,2,1.550041356,34.3853211,0,0,2,1,2337
21,Male,174.7,67.2,lightly_active,muscle_gain,22.02,15.1,57.1,1640,2255,1.747,0.384659416,484.8804,1,10.1472,84.9702381,18.70898808,441,0,1.016865079,1,1.375,33.55654762,67.2,174.7,1,0,2595
46,Male,176.5,71.4,very_active,weight_loss,22.92,21.9,55.8,1585,2734,1.765,0.404532578,525.3264,1,15.6366,78.1512605,17.91202883,2116,1,0.924953315,3,1.724921136,38.29131653,71.4,176.5,0,-1,2447
48,Male,165.7,57.5,sedentary,weight_loss,20.94,20,46,1371,1645,1.657,0.347012674,438.4836,1,11.5,80,16.75378025,2304,1,0.993478261,0,1.199854121,28.60869565,57.5,165.7,0,-1,1334
28,Male,182.2,76.9,very_active,muscle_gain,23.16,18,63.1,1757,3031,1.822,0.422063666,536.3856,1,13.842,82.05461638,19.00783328,784,0,0.951993932,3,1.725099602,39.41482445,76.9,182.2,1,0,3385
24,Male,176.8,65.3,very_active,weight_loss,20.89,14.4,55.9,1617,2789,1.768,0.369343891,436.3921,1,9.4032,85.60490046,17.88328454,576,0,1.031776417,3,1.724799011,42.71056662,65.3,176.8,0,-1,2456
62,Male,166.6,70.7,sedentary,weight_loss,25.47,28.6,50.5,1450,1740,1.666,0.424369748,648.7209,2,20.2202,71.42857143,18.19455273,3844,2,0.854549741,0,1.2,24.61103253,70.7,166.6,0,-1,1280
35,Male,171.8,62.1,sedentary,muscle_gain,21.04,17.1,51.5,1508,1810,1.718,0.361466822,442.6816,1,10.6191,82.93075684,17.44861299,1225,1,1.01180891,0,1.200265252,29.14653784,62.1,171.8,1,0,2156
66,Female,168,60.5,sedentary,weight_gain,21.44,35.5,39,1183,1420,1.68,0.360119048,459.6736,1,21.4775,64.46280992,13.81802721,4356,2,0.814738292,0,1.200338123,23.47107438,0,0,2,1,1862
43,Male,176.7,68,sedentary,weight_loss,21.78,19.8,54.5,1564,1877,1.767,0.38483305,474.3684,1,13.464,80.14705882,17.45514269,1849,1,0.958333333,0,1.200127877,27.60294118,68,176.7,0,-1,1589
25,Female,155.2,63.2,moderately_active,muscle_gain,26.24,31.8,43.1,1310,2030,1.552,0.407216495,688.5376,2,20.0976,68.19620253,17.89343979,625,0,0.863660338,2,1.549618321,32.12025316,0,0,1,0,2247
19,Female,156.3,40.1,sedentary,weight_loss,16.41,18.7,32.6,1103,1324,1.563,0.256557901,269.2881,0,7.4987,81.2967581,13.34441821,361,0,1.146093101,0,1.200362647,33.01745636,0,0,0,-1,1200
24,Male,178.1,89.1,very_active,weight_loss,28.09,23,68.6,1874,3233,1.781,0.500280741,789.0481,2,20.493,76.99214366,21.62699983,576,0,0.876356154,3,1.725186766,36.28507295,89.1,178.1,0,-1,2702
43,Female,165.5,68.3,very_active,weight_loss,24.94,34.4,44.8,1340,2312,1.655,0.412688822,622.0036,1,23.4952,65.59297218,16.35618514,1849,1,0.817471938,3,1.725373134,33.85065886,0,0,0,-1,1893
23,Male,176.4,54.4,sedentary,weight_gain,17.48,10.1,48.9,1492,1790,1.764,0.308390023,305.5504,0,5.4944,89.88970588,15.71490274,529,0,1.142769608,0,1.199731903,32.90441176,54.4,176.4,2,1,2338
21,Female,159.3,49.4,lightly_active,weight_loss,19.47,22.8,38.1,1211,1665,1.593,0.310106717,379.0809,1,11.2632,77.12550607,15.01389672,441,0,1.021423752,1,1.37489678,33.70445344,0,0,0,-1,1377
24,Male,179.3,56.1,sedentary,maintain,17.45,10.3,50.3,1523,1828,1.793,0.312883436,304.5025,0,5.7783,89.66131907,15.64614699,576,0,1.131164587,0,1.20026264,32.58467023,56.1,179.3,1,0,1815
31,Female,159.1,61.1,moderately_active,weight_loss,24.14,30.7,42.3,1287,1995,1.591,0.384035198,582.7396,1,18.7577,69.23076923,16.71090645,961,1,0.877659574,2,1.55011655,32.65139116,0,0,0,-1,1588
48,Female,155.9,67,lightly_active,maintain,27.57,38.7,41.1,1249,1717,1.559,0.429762668,760.1049,2,25.929,61.34328358,16.910233,2304,1,0.776741294,1,1.37469976,25.62686567,0,0,1,0,1735
35,Male,184.3,80.5,very_active,muscle_gain,23.7,20.3,64.2,1775,3062,1.843,0.436787846,561.69,1,16.3415,79.7515528,18.90098153,1225,1,0.91873706,3,1.725070423,38.03726708,80.5,184.3,1,0,3405
32,Male,177.2,84.1,very_active,weight_loss,26.78,23.3,64.5,1781,3072,1.772,0.474604966,717.1684,2,19.5953,76.69441141,20.54150594,1024,1,0.882382085,3,1.724873666,36.52794293,84.1,177.2,0,-1,2554
45,Female,156.3,57,lightly_active,maintain,23.33,32.9,38.2,1175,1616,1.563,0.364683301,544.2889,1,18.753,67.01754386,15.6367109,2025,1,0.858918129,1,1.375319149,28.35087719,0,0,1,0,1627
30,Female,161.8,65.7,extra_active,weight_gain,25.1,31.6,44.9,1350,2565,1.618,0.40605686,630.01,2,20.7612,68.34094368,17.15099445,900,1,0.856164384,0,1.9,39.04109589,0,0,2,1,2916
